ཨཱོ་	o:_⁵⁵ 
ཡིགས་	_j_i?_¹³² 
ཡིངས་	_j_iŋ_¹³² 
ཡིམས་	_j_im_¹³² 
ཡིལ་	_j_i:_¹³ 
ཡུབ་	_j_up_¹³² 
ཡུབས་	_j_up_¹³² 
ཡུམ་	_j_um_¹³ 
ཡུམས་	_j_um_¹³² 
ཡེབ་	_j_ep_¹³² 
ཡེབས་	_j_ep_¹³² 
ཡེམ་	_j_em_¹³ 
ཡེམས་	_j_em_¹³² 
ཡེས་	_j_e?_¹³² 
ཡོབས་	_j_op_¹³² 
ཡོམས་	_j_om_¹³² 
ཡོའི་	_j_ø:_¹³ 
རག་	_ɹ_a?_¹³² 
རར་	_ɹ_ar_¹³ 
རིབས་	_ɹ_ip_¹³² 
རུམས་	_ɹ_um_¹³² 
རུར་	_ɹ_ur_¹³ 
རེབས་	_ɹ_ep_¹³² 
རེལ་	_ɹ_e:_¹³ 
རོངས་	_ɹ_oŋ_¹³² 
རོབས་	_ɹ_op_¹³² 
རོམས་	_ɹ_om_¹³² 
རོར་	_ɹ_or_¹³ 
རྐད་	_k_ɛ?_⁵¹ 
རྐབ་	_k_ap_⁵¹ 
རྐར་	_k_ar_⁵⁵ 
རྐལ་	_k_ɛ:_⁵⁵ 
རྐས་	_k_ɛ?_⁵¹ 
རྐི་	_k_i_⁵⁵ 
རྐིག་	_k_i?_⁵¹ 
རྐིང་	_k_iŋ_⁵⁵ 
རྐིད་	_k_i?_⁵¹ 
རྐིན་	_k_in_⁵⁵ 
རྐིབ་	_k_ip_⁵¹ 
རྐིམ་	_k_im_⁵⁵ 
རྐིར་	_k_ir_⁵⁵ 
རྐིལ་	_k_i:_⁵⁵ 
རྐིས་	_k_i?_⁵¹ 
རྐུག་	_k_u?_⁵¹ 
རྐུང་	_k_uŋ_⁵⁵ 
རྐུད་	_k_y?_⁵¹ 
རྐུམ་	_k_um_⁵⁵ 
རྐུར་	_k_ur_⁵⁵ 
རྐུལ་	_k_y:_⁵⁵ 
རྐེག་	_k_e?_⁵¹ 
རྐེང་	_k_eŋ_⁵⁵ 
རྐེན་	_k_en_⁵⁵ 
རྐེབ་	_k_ep_⁵¹ 
རྐེམ་	_k_em_⁵⁵ 
རྐེར་	_k_er_⁵⁵ 
རྐེལ་	_k_e:_⁵⁵ 
རྐེས་	_k_e?_⁵¹ 
རྐོག་	_k_o?_⁵¹ 
རྐོད་	_k_ø?_⁵¹ 
རྐོབ་	_k_op_⁵¹ 
རྐོའི་	_k_ø:_⁵⁵ 
རྐོར་	_k_or_⁵⁵ 
རྐོལ་	_k_ø:_⁵⁵ 
རྐྱད་	_c_ɛ?_⁵¹ 
རྐྱབ་	_c_ap_⁵¹ 
རྐྱམ་	_c_am_⁵⁵ 
རྐྱར་	_c_ar_⁵⁵ 
རྐྱས་	_c_ɛ?_⁵¹ 
རྐྱི་	_c_i_⁵⁵ 
རྐྱིག་	_c_i?_⁵¹ 
རྐྱིང་	_c_iŋ_⁵⁵ 
རྐྱིད་	_c_i?_⁵¹ 
རྐྱིན་	_c_in_⁵⁵ 
རྐྱིབ་	_c_ip_⁵¹ 
རྐྱིམ་	_c_im_⁵⁵ 
རྐྱིར་	_c_ir_⁵⁵ 
རྐྱིལ་	_c_i:_⁵⁵ 
རྐྱིས་	_c_i?_⁵¹ 
རྐྱེ་	_c_e_⁵⁵ 
རྐྱེང་	_c_eŋ_⁵⁵ 
རྐྱེད་	_c_e?_⁵¹ 
རྐྱེབ་	_c_ep_⁵¹ 
རྐྱེམ་	_c_em_⁵⁵ 
རྐྱེར་	_c_er_⁵⁵ 
རྐྱེལ་	_c_e:_⁵⁵ 
རྐྱེས་	_c_e?_⁵¹ 
རྐྱོ་	_c_o_⁵⁵ 
རྐྱོག་	_c_o?_⁵¹ 
རྐྱོབ་	_c_op_⁵¹ 
རྐྱོབས་	_c_op_⁵¹ 
རྐྱོམ་	_c_om_⁵⁵ 
རྒག་	_k_a?_¹³² 
རྒགས་	_k_a?_¹³² 
རྒངས་	_k_aŋ_¹³² 
རྒབ་	_k_ap_¹³² 
རྒབས་	_k_əp_¹³² 
རྒམ་	_k_am_¹³ 
རྒམས་	_k_am_¹³² 
རྒར་	_k_ar_¹³ 
རྒི་	_k_i_¹³ 
རྒིག་	_k_i?_¹³² 
རྒིགས་	_k_i?_¹³² 
རྒིང་	_k_iŋ_¹³ 
རྒིངས་	_k_iŋ_¹³² 
རྒིད་	_k_i?_¹³² 
རྒིན་	_k_in_¹³ 
རྒིབ་	_k_ip_¹³² 
རྒིབས་	_k_ip_¹³² 
རྒིམ་	_k_im_¹³ 
རྒིམས་	_k_im_¹³² 
རྒིར་	_k_ir_¹³ 
རྒིལ་	_k_i:_¹³ 
རྒིས་	_k_i?_¹³² 
རྒུག་	_k_u?_¹³² 
རྒུགས་	_k_u?_¹³² 
རྒུང་	_k_uŋ_¹³ 
རྒུངས་	_k_up_¹³² 
རྒུབ་	_k_up_¹³² 
རྒུབས་	_k_up_¹³² 
རྒུམས་	_k_um_¹³² 
རྒུལ་	_k_y:_¹³ 
རྒུས་	_k_y?_¹³² 
རྒེ་	_k_e_¹³ 
རྒེག་	_k_e?_¹³² 
རྒེགས་	_k_e?_¹³² 
རྒེང་	_k_eŋ_¹³ 
རྒེངས་	_k_eŋ_¹³² 
རྒེད་	_k_e?_¹³² 
རྒེན་	_k_en_¹³ 
རྒེབ་	_k_ep_¹³² 
རྒེབས་	_k_ep_¹³² 
རྒེམ་	_k_em_¹³ 
རྒེམས་	_k_em_¹³² 
རྒེར་	_k_er_¹³ 
རྒེལ་	_k_e:_¹³ 
རྒེས་	_k_e?_¹³² 
རྒོག་	_k_o?_¹³² 
རྒོགས་	_k_o?_¹³² 
རྒོང་	_k_oŋ_¹³ 
རྒོབས་	_k_op_¹³² 
རྒོམ་	_k_om_¹³ 
རྒོམས་	_k_om_¹³² 
རྒོར་	_k_or_¹³ 
རྒོས་	_k_ø?_¹³² 
རྒྱབས་	_c_əp_¹³² 
རྒྱམས་	_c_am_¹³² 
རྒྱར་	_c_ar_¹³ 
རྒྱི་	_c_i_¹³ 
རྒྱིག་	_c_i?_¹³² 
རྒྱིགས་	_c_i?_¹³² 
རྒྱིང་	_c_iŋ_¹³ 
རྒྱིངས་	_c_iŋ_¹³² 
རྒྱིད་	_c_i?_¹³² 
རྒྱིན་	_c_in_¹³ 
རྒྱིབ་	_c_ip_¹³² 
རྒྱིབས་	_c_ip_¹³² 
རྒྱིམ་	_c_im_¹³ 
རྒྱིམས་	_c_im_¹³² 
རྒྱིར་	_c_ir_¹³ 
རྒྱིལ་	_c_i:_¹³ 
རྒྱིས་	_c_i?_¹³² 
རྒྱུབ་	_c_up_¹³² 
རྒྱུབས་	_c_up_¹³² 
རྒྱུམ་	_c_um_¹³ 
རྒྱུམས་	_c_um_¹³² 
རྒྱུལ་	_c_y:_¹³ 
རྒྱེག་	_c_e?_¹³² 
རྒྱེགས་	_c_e?_¹³² 
རྒྱེང་	_c_eŋ_¹³ 
རྒྱེངས་	_c_eŋ_¹³² 
རྒྱེད་	_c_e?_¹³² 
རྒྱེན་	_c_en_¹³ 
རྒྱེབ་	_c_ep_¹³² 
རྒྱེབས་	_c_ep_¹³² 
རྒྱེམ་	_c_em_¹³ 
རྒྱེམས་	_c_em_¹³² 
རྒྱེར་	_c_er_¹³ 
རྒྱེལ་	_c_e:_¹³ 
རྒྱེས་	_c_e?_¹³² 
རྒྱོག་	_c_o?_¹³² 
རྒྱོན་	_c_on_¹³ 
རྒྱོམ་	_c_om_¹³ 
རྒྱོམས་	_c_om_¹³² 
རྒྱོར་	_c_or_¹³ 
རྔག་	_ŋ_a?_¹³² 
རྔགས་	_ŋ_a?_¹³² 
རྔང་	_ŋ_aŋ_¹³ 
རྔངས་	_ŋ_aŋ_¹³² 
རྔར་	_ŋ_ar_¹³ 
རྔལ་	_ŋ_ɛ:_¹³ 
རྔས་	_ŋ_ɛ?_¹³² 
རྔི་	_ŋ_i_¹³ 
རྔིག་	_ŋ_i?_¹³² 
རྔིགས་	_ŋ_i?_¹³² 
རྔིང་	_ŋ_iŋ_¹³ 
རྔིངས་	_ŋ_iŋ_¹³² 
རྔིད་	_ŋ_i?_¹³² 
རྔིན་	_ŋ_in_¹³ 
རྔིབ་	_ŋ_ip_¹³² 
རྔིབས་	_ŋ_ip_¹³² 
རྔིམ་	_ŋ_im_¹³ 
རྔིམས་	_ŋ_im_¹³² 
རྔིར་	_ŋ_ir_¹³ 
རྔིལ་	_ŋ_i:_¹³ 
རྔིས་	_ŋ_i?_¹³² 
རྔུག་	_ŋ_u?_¹³² 
རྔུགས་	_ŋ_u?_¹³² 
རྔུང་	_ŋ_uŋ_¹³ 
རྔུངས་	_ŋ_up_¹³² 
རྔུད་	_ŋ_y?_¹³² 
རྔུན་	_ŋ_yn_¹³ 
རྔུམས་	_ŋ_um_¹³² 
རྔུས་	_ŋ_y?_¹³² 
རྔེག་	_ŋ_e?_¹³² 
རྔེང་	_ŋ_eŋ_¹³ 
རྔེངས་	_ŋ_eŋ_¹³² 
རྔེབ་	_ŋ_ep_¹³² 
རྔེབས་	_ŋ_ep_¹³² 
རྔེམ་	_ŋ_em_¹³ 
རྔེམས་	_ŋ_em_¹³² 
རྔེར་	_ŋ_er_¹³ 
རྔེལ་	_ŋ_e:_¹³ 
རྔེས་	_ŋ_e?_¹³² 
རྔོང་	_ŋ_oŋ_¹³ 
རྔོངས་	_ŋ_oŋ_¹³² 
རྔོབ་	_ŋ_op_¹³² 
རྔོབས་	_ŋ_op_¹³² 
རྔོར་	_ŋ_or_¹³ 
རྔོལ་	_ŋ_ø:_¹³ 
རྗད་	_tɕ_ɛ?_¹³² 
རྗན་	_tɕ_an_¹³ 
རྗབ་	_tɕ_ap_¹³² 
རྗབས་	_tɕ_əp_¹³² 
རྗམ་	_tɕ_am_¹³ 
རྗམས་	_tɕ_am_¹³² 
རྗའི་	_tɕ_ɛ:_¹³ 
རྗར་	_tɕ_ar_¹³ 
རྗལ་	_tɕ_ɛ:_¹³ 
རྗས་	_tɕ_ɛ?_¹³² 
རྗིག་	_tɕ_i?_¹³² 
རྗིགས་	_tɕ_i?_¹³² 
རྗིངས་	_tɕ_iŋ_¹³² 
རྗིན་	_tɕ_in_¹³ 
རྗིབ་	_tɕ_ip_¹³² 
རྗིབས་	_tɕ_ip_¹³² 
རྗིམ་	_tɕ_im_¹³ 
རྗིམས་	_tɕ_im_¹³² 
རྗིར་	_tɕ_ir_¹³ 
རྗིལ་	_tɕ_i:_¹³ 
རྗིས་	_tɕ_i?_¹³² 
རྗུ་	_tɕ_u_¹³ 
རྗུག་	_tɕ_u?_¹³² 
རྗུགས་	_tɕ_u?_¹³² 
རྗུང་	_tɕ_uŋ_¹³ 
རྗུངས་	_tɕ_up_¹³² 
རྗུན་	_tɕ_yn_¹³ 
རྗུབ་	_tɕ_up_¹³² 
རྗུབས་	_tɕ_up_¹³² 
རྗུམ་	_tɕ_um_¹³ 
རྗུམས་	_tɕ_um_¹³² 
རྗུར་	_tɕ_ur_¹³ 
རྗུལ་	_tɕ_y:_¹³ 
རྗུས་	_tɕ_y?_¹³² 
རྗེག་	_tɕ_e?_¹³² 
རྗེགས་	_tɕ_e?_¹³² 
རྗེངས་	_tɕ_eŋ_¹³² 
རྗེབ་	_tɕ_ep_¹³² 
རྗེབས་	_tɕ_ep_¹³² 
རྗེམ་	_tɕ_em_¹³ 
རྗེམས་	_tɕ_em_¹³² 
རྗེར་	_tɕ_er_¹³ 
རྗེལ་	_tɕ_e:_¹³ 
རྗོག་	_tɕ_o?_¹³² 
རྗོངས་	_tɕ_oŋ_¹³² 
རྗོན་	_tɕ_on_¹³ 
རྗོབ་	_tɕ_op_¹³² 
རྗོབས་	_tɕ_op_¹³² 
རྗོམ་	_tɕ_om_¹³ 
རྗོམས་	_tɕ_om_¹³² 
རྗོར་	_tɕ_or_¹³ 
རྗོལ་	_tɕ_ø:_¹³ 
རྗོས་	_tɕ_ø?_¹³² 
རྙ་	_ȵ_a_⁵⁵ 
རྙག་	_ȵ_a?_⁵¹ 
རྙགས་	_ȵ_a?_⁵¹ 
རྙང་	_ȵ_aŋ_⁵⁵ 
རྙངས་	_ȵ_aŋ_⁵¹ 
རྙད་	_ȵ_ɛ?_⁵¹ 
རྙན་	_ȵ_an_⁵⁵ 
རྙབ་	_ȵ_ap_⁵¹ 
རྙབས་	_ȵ_əp_⁵¹ 
རྙམ་	_ȵ_am_⁵⁵ 
རྙམས་	_ȵ_am_⁵¹ 
རྙར་	_ȵ_ar_⁵⁵ 
རྙལ་	_ȵ_ɛ:_⁵⁵ 
རྙས་	_ȵ_ɛ?_⁵¹ 
རྙི་	_ȵ_i_⁵⁵ 
རྙིག་	_ȵ_i?_⁵¹ 
རྙིགས་	_ȵ_i?_⁵¹ 
རྙིང་	_ȵ_iŋ_⁵⁵ 
རྙིངས་	_ȵ_iŋ_⁵¹ 
རྙིད་	_ȵ_i?_⁵¹ 
རྙིན་	_ȵ_in_⁵⁵ 
རྙིབ་	_ȵ_ip_⁵¹ 
རྙིབས་	_ȵ_ip_⁵¹ 
རྙིམ་	_ȵ_im_⁵⁵ 
རྙིམས་	_ȵ_im_⁵¹ 
རྙིར་	_ȵ_ir_⁵⁵ 
རྙིལ་	_ȵ_i:_⁵⁵ 
རྙིས་	_ȵ_i?_⁵¹ 
རྙུ་	_ȵ_u_⁵⁵ 
རྙུག་	_ȵ_u?_⁵¹ 
རྙུགས་	_ȵ_u?_⁵¹ 
རྙུང་	_ȵ_uŋ_⁵⁵ 
རྙུངས་	_ȵ_up_⁵¹ 
རྙུད་	_ȵ_y?_⁵¹ 
རྙུན་	_ȵ_yn_⁵⁵ 
རྙུབ་	_ȵ_up_⁵¹ 
རྙུབས་	_ȵ_up_⁵¹ 
རྙུམ་	_ȵ_um_⁵⁵ 
རྙུམས་	_ȵ_um_⁵¹ 
རྙུར་	_ȵ_ur_⁵⁵ 
རྙུལ་	_ȵ_y:_⁵⁵ 
རྙུས་	_ȵ_y?_⁵¹ 
རྙེ་	_ȵ_e_⁵⁵ 
རྙེག་	_ȵ_e?_⁵¹ 
རྙེགས་	_ȵ_e?_⁵¹ 
རྙེང་	_ȵ_eŋ_⁵⁵ 
རྙེངས་	_ȵ_eŋ_⁵¹ 
རྙེད་	_ȵ_e?_⁵¹ 
རྙེན་	_ȵ_en_⁵⁵ 
རྙེབ་	_ȵ_ep_⁵¹ 
རྙེབས་	_ȵ_ep_⁵¹ 
རྙེམ་	_ȵ_em_⁵⁵ 
རྙེམས་	_ȵ_em_⁵¹ 
རྙེར་	_ȵ_er_⁵⁵ 
རྙེལ་	_ȵ_e:_⁵⁵ 
རྙེས་	_ȵ_e?_⁵¹ 
རྙོ་	_ȵ_o_⁵⁵ 
རྙོག་	_ȵ_o?_⁵¹ 
རྙོགས་	_ȵ_o?_⁵¹ 
རྙོང་	_ȵ_oŋ_⁵⁵ 
རྙོངས་	_ȵ_oŋ_⁵¹ 
རྙོད་	_ȵ_ø?_⁵¹ 
རྙོན་	_ȵ_on_⁵⁵ 
རྙོབ་	_ȵ_op_⁵¹ 
རྙོབས་	_ȵ_op_⁵¹ 
རྙོམ་	_ȵ_om_⁵⁵ 
རྙོམས་	_ȵ_om_⁵¹ 
རྙོར་	_ȵ_or_⁵⁵ 
རྙོལ་	_ȵ_ø:_⁵⁵ 
རྙོས་	_ȵ_ø?_⁵¹ 
རྟངས་	_t_aŋ_⁵¹ 
རྟད་	_t_ɛ?_⁵¹ 
རྟབས་	_t_əp_⁵¹ 
རྟམ་	_t_am_⁵⁵ 
རྟམས་	_t_am_⁵¹ 
རྟར་	_t_ar_⁵⁵ 
རྟལ་	_t_ɛ:_⁵⁵ 
རྟིག་	_t_i?_⁵¹ 
རྟིགས་	_t_i?_⁵¹ 
རྟིངས་	_t_iŋ_⁵¹ 
རྟིད་	_t_i?_⁵¹ 
རྟིན་	_t_in_⁵⁵ 
རྟིམ་	_t_im_⁵⁵ 
རྟིམས་	_t_im_⁵¹ 
རྟིར་	_t_ir_⁵⁵ 
རྟིལ་	_t_i:_⁵⁵ 
རྟུ་	_t_u_⁵⁵ 
རྟུགས་	_t_u?_⁵¹ 
རྟུང་	_t_uŋ_⁵⁵ 
རྟུངས་	_t_up_⁵¹ 
རྟུད་	_t_y?_⁵¹ 
རྟུབ་	_t_up_⁵¹ 
རྟུབས་	_t_up_⁵¹ 
རྟུམ་	_t_um_⁵⁵ 
རྟུམས་	_t_um_⁵¹ 
རྟུར་	_t_ur_⁵⁵ 
རྟུས་	_t_y?_⁵¹ 
རྟེ་	_t_e_⁵⁵ 
རྟེག་	_t_e?_⁵¹ 
རྟེགས་	_t_e?_⁵¹ 
རྟེངས་	_t_eŋ_⁵¹ 
རྟེད་	_t_e?_⁵¹ 
རྟེབ་	_t_ep_⁵¹ 
རྟེབས་	_t_ep_⁵¹ 
རྟེམས་	_t_em_⁵¹ 
རྟེར་	_t_er_⁵⁵ 
རྟེལ་	_t_e:_⁵⁵ 
རྟེས་	_t_e?_⁵¹ 
རྟོ་	_t_o_⁵⁵ 
རྟོང་	_t_oŋ_⁵⁵ 
རྟོངས་	_t_oŋ_⁵¹ 
རྟོམ་	_t_om_⁵⁵ 
རྟོམས་	_t_om_⁵¹ 
རྟོར་	_t_or_⁵⁵ 
རྟོས་	_t_ø?_⁵¹ 
རྡ་	_t_a_¹³ 
རྡགས་	_t_a?_¹³² 
རྡངས་	_t_aŋ_¹³² 
རྡད་	_t_ɛ?_¹³² 
རྡན་	_t_an_¹³ 
རྡབས་	_t_əp_¹³² 
རྡམ་	_t_am_¹³ 
རྡམས་	_t_am_¹³² 
རྡས་	_t_ɛ?_¹³² 
རྡིགས་	_t_i?_¹³² 
རྡིང་	_t_iŋ_¹³ 
རྡིངས་	_t_iŋ_¹³² 
རྡིད་	_t_i?_¹³² 
རྡིན་	_t_in_¹³ 
རྡིམ་	_t_im_¹³ 
རྡིམས་	_t_im_¹³² 
རྡིར་	_t_ir_¹³ 
རྡིལ་	_t_i:_¹³ 
རྡུག་	_t_u?_¹³² 
རྡུད་	_t_y?_¹³² 
རྡུན་	_t_yn_¹³ 
རྡུབས་	_t_up_¹³² 
རྡུམས་	_t_um_¹³² 
རྡུར་	_t_ur_¹³ 
རྡུས་	_t_y?_¹³² 
རྡེང་	_t_eŋ_¹³ 
རྡེངས་	_t_eŋ_¹³² 
རྡེད་	_t_e?_¹³² 
རྡེན་	_t_en_¹³ 
རྡེམ་	_t_em_¹³ 
རྡེམས་	_t_em_¹³² 
རྡེར་	_t_er_¹³ 
རྡེས་	_t_e?_¹³² 
རྡོགས་	_t_o?_¹³² 
རྡོང་	_t_oŋ_¹³ 
རྡོངས་	_t_oŋ_¹³² 
རྡོད་	_t_ø?_¹³² 
རྡོན་	_t_on_¹³ 
རྡོམ་	_t_om_¹³ 
རྡོམས་	_t_om_¹³² 
རྣངས་	_n_aŋ_⁵¹ 
རྣད་	_n_ɛ?_⁵¹ 
རྣན་	_n_an_⁵⁵ 
རྣབས་	_n_əp_⁵¹ 
རྣས་	_n_ɛ?_⁵¹ 
རྣི་	_n_i_⁵⁵ 
རྣིག་	_n_i?_⁵¹ 
རྣིགས་	_n_i?_⁵¹ 
རྣིང་	_n_iŋ_⁵⁵ 
རྣིངས་	_n_iŋ_⁵¹ 
རྣིད་	_n_i?_⁵¹ 
རྣིན་	_n_in_⁵⁵ 
རྣིབ་	_n_ip_⁵¹ 
རྣིབས་	_n_ip_⁵¹ 
རྣིམ་	_n_im_⁵⁵ 
རྣིམས་	_n_im_⁵¹ 
རྣིར་	_n_ir_⁵⁵ 
རྣིས་	_n_i?_⁵¹ 
རྣུག་	_n_u?_⁵¹ 
རྣུགས་	_n_u?_⁵¹ 
རྣུང་	_n_uŋ_⁵⁵ 
རྣུངས་	_n_up_⁵¹ 
རྣུད་	_n_y?_⁵¹ 
རྣུན་	_n_yn_⁵⁵ 
རྣུབ་	_n_up_⁵¹ 
རྣུབས་	_n_up_⁵¹ 
རྣུམ་	_n_um_⁵⁵ 
རྣུམས་	_n_um_⁵¹ 
རྣུལ་	_n_y:_⁵⁵ 
རྣུས་	_n_y?_⁵¹ 
རྣེ་	_n_e_⁵⁵ 
རྣེག་	_n_e?_⁵¹ 
རྣེགས་	_n_e?_⁵¹ 
རྣེང་	_n_eŋ_⁵⁵ 
རྣེངས་	_n_eŋ_⁵¹ 
རྣེད་	_n_e?_⁵¹ 
རྣེན་	_n_en_⁵⁵ 
རྣེབ་	_n_ep_⁵¹ 
རྣེབས་	_n_ep_⁵¹ 
རྣེམ་	_n_em_⁵⁵ 
རྣེམས་	_n_em_⁵¹ 
རྣེར་	_n_er_⁵⁵ 
རྣེལ་	_n_e:_⁵⁵ 
རྣེས་	_n_e?_⁵¹ 
རྣོད་	_n_ø?_⁵¹ 
རྣོབ་	_n_op_⁵¹ 
རྣོམ་	_n_om_⁵⁵ 
རྣོམས་	_n_om_⁵¹ 
རྣོལ་	_n_ø:_⁵⁵ 
རྣོས་	_n_ø?_⁵¹ 
རྦགས་	_p_a?_¹³² 
རྦངས་	_p_aŋ_¹³² 
རྦན་	_p_an_¹³ 
རྦབས་	_p_əp_¹³² 
རྦམ་	_p_am_¹³ 
རྦམས་	_p_am_¹³² 
རྦར་	_p_ar_¹³ 
རྦལ་	_p_ɛ:_¹³ 
རྦས་	_p_ɛ?_¹³² 
རྦི་	_p_i_¹³ 
རྦིག་	_p_i?_¹³² 
རྦིགས་	_p_i?_¹³² 
རྦིང་	_p_iŋ_¹³ 
རྦིངས་	_p_iŋ_¹³² 
རྦིད་	_p_i?_¹³² 
རྦིན་	_p_in_¹³ 
རྦིབ་	_p_ip_¹³² 
རྦིབས་	_p_ip_¹³² 
རྦིམ་	_p_im_¹³ 
རྦིམས་	_p_im_¹³² 
རྦིར་	_p_ir_¹³ 
རྦིལ་	_p_i:_¹³ 
རྦིས་	_p_i?_¹³² 
རྦུ་	_tɕ_a_¹³ 
རྦུག་	_tɕ_a?_¹³² 
རྦུགས་	_tɕ_a?_¹³² 
རྦུང་	_tɕ_aŋ_¹³ 
རྦུངས་	_tɕ_aŋ_¹³² 
རྦུད་	_tɕ_ɛ?_¹³² 
རྦུན་	_tɕ_an_¹³ 
རྦུབ་	_tɕ_ap_¹³² 
རྦུབས་	_tɕ_əp_¹³² 
རྦུམ་	_tɕ_am_¹³ 
རྦུམས་	_tɕ_am_¹³² 
རྦུར་	_tɕ_ar_¹³ 
རྦུལ་	_tɕ_ɛ:_¹³ 
རྦུས་	_tɕ_ɛ?_¹³² 
རྦེ་	_p_e_¹³ 
རྦེག་	_p_e?_¹³² 
རྦེགས་	_p_e?_¹³² 
རྦེང་	_p_eŋ_¹³ 
རྦེངས་	_p_eŋ_¹³² 
རྦེད་	_p_e?_¹³² 
རྦེན་	_p_en_¹³ 
རྦེབ་	_p_ep_¹³² 
རྦེབས་	_p_ep_¹³² 
རྦེམ་	_p_em_¹³ 
རྦེམས་	_p_em_¹³² 
རྦེར་	_p_er_¹³ 
རྦེལ་	_p_e:_¹³ 
རྦེས་	_p_e?_¹³² 
རྦོག་	_p_o?_¹³² 
རྦོགས་	_p_o?_¹³² 
རྦོང་	_p_oŋ_¹³ 
རྦོངས་	_p_oŋ_¹³² 
རྦོན་	_p_on_¹³ 
རྦོབ་	_p_op_¹³² 
རྦོབས་	_p_op_¹³² 
རྦོམ་	_p_om_¹³ 
རྦོམས་	_p_om_¹³² 
རྦོར་	_p_or_¹³ 
རྦོལ་	_p_ø:_¹³ 
རྨགས་	_m_a?_⁵¹ 
རྨབ་	_m_ap_⁵¹ 
རྨབས་	_m_əp_⁵¹ 
རྨམས་	_m_am_⁵¹ 
རྨར་	_m_ar_⁵⁵ 
རྨལ་	_m_ɛ:_⁵⁵ 
རྨིང་	_m_iŋ_⁵⁵ 
རྨིངས་	_m_iŋ_⁵¹ 
རྨིད་	_m_i?_⁵¹ 
རྨིན་	_m_in_⁵⁵ 
རྨིབ་	_m_ip_⁵¹ 
རྨིབས་	_m_ip_⁵¹ 
རྨིམ་	_m_im_⁵⁵ 
རྨིམས་	_m_im_⁵¹ 
རྨིར་	_m_ir_⁵⁵ 
རྨིལ་	_m_i:_⁵⁵ 
རྨུང་	_m_uŋ_⁵⁵ 
རྨུངས་	_m_up_⁵¹ 
རྨུད་	_m_y?_⁵¹ 
རྨུབ་	_m_up_⁵¹ 
རྨུབས་	_m_up_⁵¹ 
རྨུམ་	_m_um_⁵⁵ 
རྨུམས་	_m_um_⁵¹ 
རྨུལ་	_m_y:_⁵⁵ 
རྨེགས་	_m_e?_⁵¹ 
རྨེང་	_m_eŋ_⁵⁵ 
རྨེངས་	_m_eŋ_⁵¹ 
རྨེབ་	_m_ep_⁵¹ 
རྨེབས་	_m_ep_⁵¹ 
རྨེམ་	_m_em_⁵⁵ 
རྨེམས་	_m_em_⁵¹ 
རྨེར་	_m_er_⁵⁵ 
རྨོགས་	_m_o?_⁵¹ 
རྨོབ་	_m_op_⁵¹ 
རྨོབས་	_m_op_⁵¹ 
རྨོམ་	_m_om_⁵⁵ 
རྨོམས་	_m_om_⁵¹ 
རྨོའོ་	_m_o_⁵⁵ 
རྨྱག་	_ȵ_a?_⁵¹ 
རྨྱགས་	_ȵ_a?_⁵¹ 
རྨྱད་	_ȵ_ɛ?_⁵¹ 
རྨྱན་	_ȵ_an_⁵⁵ 
རྨྱབ་	_ȵ_ap_⁵¹ 
རྨྱབས་	_ȵ_əp_⁵¹ 
རྨྱམ་	_ȵ_am_⁵⁵ 
རྨྱམས་	_ȵ_am_⁵¹ 
རྨྱར་	_ȵ_ar_⁵⁵ 
རྨྱལ་	_ȵ_ɛ:_⁵⁵ 
རྨྱས་	_ȵ_ɛ?_⁵¹ 
རྨྱིག་	_ȵ_i?_⁵¹ 
རྨྱིགས་	_ȵ_i?_⁵¹ 
རྨྱིང་	_ȵ_iŋ_⁵⁵ 
རྨྱིངས་	_ȵ_iŋ_⁵¹ 
རྨྱིད་	_ȵ_i?_⁵¹ 
རྨྱིན་	_ȵ_in_⁵⁵ 
རྨྱིབ་	_ȵ_ip_⁵¹ 
རྨྱིབས་	_ȵ_ip_⁵¹ 
རྨྱིམ་	_ȵ_im_⁵⁵ 
རྨྱིམས་	_ȵ_im_⁵¹ 
རྨྱིར་	_ȵ_ir_⁵⁵ 
རྨྱིལ་	_ȵ_i:_⁵⁵ 
རྨྱིས་	_ȵ_i?_⁵¹ 
རྨྱུ་	_ȵ_u_⁵⁵ 
རྨྱུག་	_ȵ_u?_⁵¹ 
རྨྱུགས་	_ȵ_u?_⁵¹ 
རྨྱུང་	_ȵ_uŋ_⁵⁵ 
རྨྱུངས་	_ȵ_up_⁵¹ 
རྨྱུད་	_ȵ_y?_⁵¹ 
རྨྱུན་	_ȵ_yn_⁵⁵ 
རྨྱུབ་	_ȵ_up_⁵¹ 
རྨྱུབས་	_ȵ_up_⁵¹ 
རྨྱུམ་	_ȵ_um_⁵⁵ 
རྨྱུམས་	_ȵ_um_⁵¹ 
རྨྱུར་	_ȵ_ur_⁵⁵ 
རྨྱུལ་	_ȵ_y:_⁵⁵ 
རྨྱུས་	_ȵ_y?_⁵¹ 
རྨྱེ་	_ȵ_e_⁵⁵ 
རྨྱེག་	_ȵ_e?_⁵¹ 
རྨྱེགས་	_ȵ_e?_⁵¹ 
རྨྱེང་	_ȵ_eŋ_⁵⁵ 
རྨྱེངས་	_ȵ_eŋ_⁵¹ 
རྨྱེད་	_ȵ_e?_⁵¹ 
རྨྱེན་	_ȵ_en_⁵⁵ 
རྨྱེབ་	_ȵ_ep_⁵¹ 
